ABC de Ventas     Del 01/01/2025 al 30/09/2025	ABC de Ventas     Del 01/01/2025 al 30/09/2025	ABC de Ventas     Del 01/01/2025 al 30/09/2025	ABC de Ventas     Del 01/01/2025 al 30/09/2025	ABC de Ventas     Del 01/01/2025 al 30/09/2025	ABC de Ventas     Del 01/01/2025 al 30/09/2025	ABC de Ventas     Del 01/01/2025 al 30/09/2025	ABC de Ventas     Del 01/01/2025 al 30/09/2025	ABC de Ventas     Del 01/01/2025 al 30/09/2025	ABC de Ventas     Del 01/01/2025 al 30/09/2025
000783	DETOX	"188,00"	"1.000,91"	"1.101,00"	"0,10"	"92,22"	30/09/2025	"1.000,91"	"100,00"
001664	BUDWAISER	"331,00"	"992,18"	"1.091,40"	"0,10"	"92,32"	28/09/2025	"992,18"	"100,00"
001715	PAVO	"1.211,00"	"987,55"	"1.086,30"	"0,10"	"92,41"	29/09/2025	"987,55"	"100,00"
001684	BALLANTINES	"145,00"	"978,18"	"1.076,00"	"0,10"	"92,51"	27/09/2025	"978,18"	"100,00"
000765	VERMOUTH DE LA CASA	"192,00"	"960,00"	"1.056,00"	"0,09"	"92,60"	28/09/2025	"960,00"	"100,00"
001528	QUESO FRESCO	"1.170,00"	"947,45"	"1.042,20"	"0,09"	"92,70"	30/09/2025	"947,45"	"100,00"
000825	CLARA LIMON	"463,00"	"945,58"	"1.144,15"	"0,09"	"92,79"	28/09/2025	"945,58"	"100,00"
001243	SOPA FRIA	"120,00"	"935,55"	"1.029,10"	"0,09"	"92,88"	30/09/2025	"935,55"	"100,00"
000024	AQUARIUS NARANJA	"445,00"	"932,50"	"1.025,75"	"0,09"	"92,97"	30/09/2025	"932,50"	"100,00"
000532	ICED CAFÉ	"235,00"	"929,32"	"1.022,25"	"0,09"	"93,06"	30/09/2025	"929,32"	"100,00"
001288	CERVEZA HONEST.	"524,00"	"928,91"	"1.021,80"	"0,09"	"93,15"	30/09/2025	"928,91"	"100,00"
000308	JAMESON	"138,00"	"919,09"	"1.011,00"	"0,09"	"93,24"	30/09/2025	"919,09"	"100,00"
001354	TARTA DE SNIKER	"152,00"	"916,18"	"1.007,80"	"0,09"	"93,33"	30/09/2025	"916,18"	"100,00"
000732	BLANCO CASA COPA	"299,00"	"910,59"	"1.001,65"	"0,09"	"93,42"	23/06/2025	"910,59"	"100,00"
000157	MENTA POLEO	"397,00"	"895,45"	"985,00"	"0,09"	"93,51"	28/09/2025	"895,45"	"100,00"
000399	FLY ME TO THE MOON	"113,00"	"861,68"	"947,85"	"0,08"	"93,59"	25/09/2025	"861,68"	"100,00"
001320	JARRA MAESTRA	"174,00"	"830,00"	"913,00"	"0,08"	"93,67"	30/09/2025	"830,00"	"100,00"
000707	CELESTE ROBLE BOTELLA	"49,00"	"824,09"	"906,50"	"0,08"	"93,75"	16/06/2025	"824,09"	"100,00"
000159	MANZANILLA	"363,00"	"822,73"	"905,00"	"0,08"	"93,84"	28/09/2025	"822,73"	"100,00"
000567	BATIDO DE CHOCOLATE	"398,00"	"812,05"	"893,25"	"0,08"	"93,91"	30/09/2025	"812,05"	"100,00"
001516	HUEVO PLANCHA 2H	"359,00"	"809,09"	"890,00"	"0,08"	"93,99"	28/09/2025	"809,09"	"100,00"
001871	Dusky Sound Botella	"59,00"	"804,55"	"885,00"	"0,08"	"94,07"	24/09/2025	"804,55"	"100,00"
001747	CLOE BOTELLA	"45,00"	"797,73"	"877,50"	"0,08"	"94,15"	28/09/2025	"797,73"	"100,00"
001265	DESCAF. SOBRE	"407,00"	"794,55"	"874,00"	"0,08"	"94,23"	28/09/2025	"794,55"	"100,00"
001218	MAESTRA 33CL	"217,00"	"786,27"	"864,90"	"0,08"	"94,30"	28/09/2025	"786,27"	"100,00"
001178	BATIDO DE CHOCOLATE	"153,00"	"785,73"	"864,30"	"0,08"	"94,38"	28/09/2025	"785,73"	"100,00"
001490	SIN GLUTEN	"432,00"	"783,64"	"862,00"	"0,08"	"94,46"	30/09/2025	"783,64"	"100,00"
001177	ZUMO DE TEMPORADA	"168,00"	"782,00"	"860,20"	"0,08"	"94,53"	28/09/2025	"782,00"	"100,00"
001493	ATÚN	"851,00"	"768,18"	"845,00"	"0,08"	"94,61"	30/09/2025	"768,18"	"100,00"
000324	JACK DANIELS	"107,00"	"761,82"	"838,00"	"0,07"	"94,68"	23/09/2025	"761,82"	"100,00"
001744	SAN VALENTIN COPA	"250,00"	"761,50"	"837,65"	"0,07"	"94,76"	24/08/2025	"761,50"	"100,00"
001503	TOMATE	"2.811,00"	"759,82"	"835,80"	"0,07"	"94,83"	30/09/2025	"759,82"	"100,00"
000719	GOFRE DE AZUCAR	"196,00"	"748,36"	"823,20"	"0,07"	"94,91"	30/09/2025	"748,36"	"100,00"
000741	DAIKIRI FRESA SIN	"138,00"	"731,64"	"804,80"	"0,07"	"94,98"	30/09/2025	"731,64"	"100,00"
001801	BURGUER VEGANA	"83,00"	"716,82"	"788,50"	"0,07"	"95,05"	21/04/2025	"716,82"	"100,00"
001775	"SEAGRAMS 0,0"	"113,00"	"715,77"	"787,35"	"0,07"	"95,12"	29/09/2025	"715,77"	"100,00"
001666	FRANZISKANER 	"177,00"	"682,59"	"750,85"	"0,07"	"95,18"	28/09/2025	"682,59"	"100,00"
000595	BROCKMANS	"71,00"	"671,09"	"738,20"	"0,07"	"95,25"	27/09/2025	"671,09"	"100,00"
001604	MACALLAN 12	"47,00"	"659,05"	"724,95"	"0,06"	"95,31"	14/09/2025	"659,05"	"100,00"
001834	SUG_10 18.95	"38,00"	"654,64"	"720,10"	"0,06"	"95,38"	24/09/2025	"654,64"	"100,00"
000529	LATTE MACCHIATO ACARAMELADO	"205,00"	"652,55"	"717,80"	"0,06"	"95,44"	30/09/2025	"652,55"	"100,00"
001287	COMBINADOS HONEST.	"149,00"	"623,09"	"685,40"	"0,06"	"95,50"	25/09/2025	"623,09"	"100,00"
000302	WHITE LABEL	"93,00"	"614,55"	"676,00"	"0,06"	"95,56"	27/09/2025	"614,55"	"100,00"
001269	BATIDO DE VAINILLA	"117,00"	"606,82"	"667,50"	"0,06"	"95,62"	30/09/2025	"606,82"	"100,00"
000547	ZUMO DE PIÑA	"308,00"	"604,09"	"664,50"	"0,06"	"95,68"	28/09/2025	"604,09"	"100,00"
000164	TÉ EN LECHE	"235,00"	"600,09"	"660,10"	"0,06"	"95,74"	28/09/2025	"600,09"	"100,00"
001784	TORTILLA 1H	"445,00"	"600,00"	"660,00"	"0,06"	"95,80"	30/09/2025	"600,00"	"100,00"
000319	J&B	"90,00"	"591,36"	"650,50"	"0,06"	"95,86"	14/09/2025	"591,36"	"100,00"
001317	BOTELLA SEIS+SEIS	"29,00"	"580,00"	"638,00"	"0,06"	"95,91"	10/09/2025	"580,00"	"100,00"
001742	GODELLO COPA	"169,00"	"560,77"	"616,85"	"0,05"	"95,97"	18/06/2025	"560,77"	"100,00"
001621	COPA BOTANI ESPUMOSO	"153,00"	"542,45"	"596,70"	"0,05"	"96,02"	30/09/2025	"542,45"	"100,00"
001212	TÉ MORUNO	"205,00"	"541,73"	"595,90"	"0,05"	"96,07"	28/09/2025	"541,73"	"100,00"
001810	MALPASTOR BOTELLA	"36,00"	"540,00"	"594,00"	"0,05"	"96,13"	18/09/2025	"540,00"	"100,00"
001686	HAVANA 7 AÑOS	"65,00"	"539,95"	"593,95"	"0,05"	"96,18"	03/09/2025	"539,95"	"100,00"
000175	CARAJILLO	"209,00"	"532,82"	"586,10"	"0,05"	"96,23"	30/09/2025	"532,82"	"100,00"
000446	BACARDI	"81,00"	"530,27"	"583,30"	"0,05"	"96,28"	27/09/2025	"530,27"	"100,00"
001498	LOMO AL HORNO	"507,00"	"506,00"	"556,60"	"0,05"	"96,33"	30/09/2025	"506,00"	"100,00"
000892	BOTANI ESPUMOSO	"29,00"	"500,91"	"551,00"	"0,05"	"96,38"	21/09/2025	"500,91"	"100,00"
001753	TINTO CASA BOTELLA	"25,00"	"500,00"	"550,00"	"0,05"	"96,43"	24/09/2025	"500,00"	"100,00"
001214	PAN	"785,00"	"499,55"	"549,50"	"0,05"	"96,48"	30/09/2025	"499,55"	"100,00"
000306	DYC 8	"76,00"	"499,09"	"549,00"	"0,05"	"96,53"	22/09/2025	"499,09"	"100,00"
001420	SEVEN UP	"631,00"	"496,45"	"546,10"	"0,05"	"96,58"	27/09/2025	"496,45"	"100,00"
000400	TOM COLLINS	"65,00"	"491,77"	"540,95"	"0,05"	"96,62"	27/09/2025	"491,77"	"100,00"
001270	BATIDO DE FRESA	"94,00"	"487,73"	"536,50"	"0,05"	"96,67"	28/09/2025	"487,73"	"100,00"
001756	Nº12 BOTELLA	"27,00"	"478,64"	"526,50"	"0,05"	"96,72"	25/05/2025	"478,64"	"100,00"
001662	STELLA ARTOIS	"176,00"	"472,00"	"519,20"	"0,05"	"96,77"	22/09/2025	"472,00"	"100,00"
000257	ORUJO DE HIERBAS	"92,00"	"460,00"	"506,00"	"0,04"	"96,81"	25/09/2025	"460,00"	"100,00"
000266	AMARETTO	"86,00"	"449,09"	"494,00"	"0,04"	"96,85"	24/09/2025	"449,09"	"100,00"
001289	HONEST. REFRES./ ZUMOS /AGUA	"329,00"	"447,27"	"492,00"	"0,04"	"96,90"	30/09/2025	"447,27"	"100,00"
001257	salsa casera	"980,00"	"445,45"	"490,00"	"0,04"	"96,94"	30/09/2025	"445,45"	"100,00"
001636	COUNTRY STORE	"303,00"	"429,09"	"472,00"	"0,04"	"96,98"	30/09/2025	"429,09"	"100,00"
001687	BOMBON DOBLE	"169,00"	"427,09"	"469,80"	"0,04"	"97,03"	28/09/2025	"427,09"	"100,00"
001252	CAPPUCCION VIENESSE	"169,00"	"418,82"	"460,70"	"0,04"	"97,07"	27/09/2025	"418,82"	"100,00"
001870	Dusky Sound copa	"131,00"	"416,82"	"458,50"	"0,04"	"97,11"	28/09/2025	"416,82"	"100,00"
001482	COPA ZUMBRAL	"121,00"	"414,55"	"456,00"	"0,04"	"97,15"	13/09/2025	"414,55"	"100,00"
000536	IRLANDES	"92,00"	"414,00"	"455,40"	"0,04"	"97,19"	22/09/2025	"414,00"	"100,00"
001496	BACÓN	"575,00"	"411,64"	"452,80"	"0,04"	"97,23"	30/09/2025	"411,64"	"100,00"
000283	TEQUILA JOSE CUERVO	"64,00"	"410,00"	"451,00"	"0,04"	"97,27"	10/08/2025	"339,00"	"82,68"
001885	Negroni	"60,00"	"409,09"	"450,00"	"0,04"	"97,31"	27/09/2025	"409,09"	"100,00"
001494	YORK	"648,00"	"407,27"	"448,00"	"0,04"	"97,35"	30/09/2025	"407,27"	"100,00"
001250	BOMBON	"173,00"	"393,18"	"432,50"	"0,04"	"97,39"	28/09/2025	"393,18"	"100,00"
001649	NUTELLA	"437,00"	"389,09"	"428,00"	"0,04"	"97,42"	30/09/2025	"389,09"	"100,00"
001665	MAHOU IPA	"94,00"	"372,82"	"410,10"	"0,04"	"97,46"	30/09/2025	"372,82"	"100,00"
000304	CUTTY SARK	"54,00"	"365,00"	"401,50"	"0,04"	"97,50"	26/09/2025	"365,00"	"100,00"
001785	REVUELTO 1H	"270,00"	"364,09"	"400,50"	"0,04"	"97,53"	29/09/2025	"364,09"	"100,00"
001796	VIÑASOL ROSADO Copa.	"128,00"	"360,73"	"396,80"	"0,04"	"97,57"	12/09/2025	"360,73"	"100,00"
000419	SANTA TERESA AÑEJO	"55,00"	"347,50"	"382,25"	"0,03"	"97,60"	27/09/2025	"347,50"	"100,00"
000530	SHAKERATO CON BAILEYS	"106,00"	"347,45"	"382,20"	"0,03"	"97,64"	28/09/2025	"347,45"	"100,00"
001741	MERMELADA	"1.307,00"	"346,64"	"381,30"	"0,03"	"97,67"	30/09/2025	"346,64"	"100,00"
000408	CACIQUE	"52,00"	"345,91"	"380,50"	"0,03"	"97,70"	28/09/2025	"345,91"	"100,00"
000280	CAMPARI	"68,00"	"341,36"	"375,50"	"0,03"	"97,74"	27/09/2025	"341,36"	"100,00"
000299	ORUJO CREMA	"68,00"	"340,00"	"374,00"	"0,03"	"97,77"	23/09/2025	"340,00"	"100,00"
000549	ZUMO DE TOMATE	"160,00"	"335,55"	"369,10"	"0,03"	"97,80"	28/09/2025	"335,55"	"100,00"
000785	CAIPIRIÑA DE FRESA	"44,00"	"332,50"	"365,75"	"0,03"	"97,84"	26/09/2025	"332,50"	"100,00"
001803	HUEVO FRITO BURGUER	"241,00"	"328,64"	"361,50"	"0,03"	"97,87"	30/09/2025	"328,64"	"100,00"
001844	LA MATEO ROSADO BOTELLA	"15,00"	"327,27"	"360,00"	"0,03"	"97,90"	22/09/2025	"327,27"	"100,00"
001820	MAHOU SIN FILTRAR	"102,00"	"324,55"	"357,00"	"0,03"	"97,93"	16/09/2025	"324,55"	"100,00"
000548	ZUMO DE MELOCOTÓN	"154,00"	"322,73"	"355,00"	"0,03"	"97,96"	28/09/2025	"322,73"	"100,00"
000174	CHOCOLATE	"130,00"	"321,55"	"353,70"	"0,03"	"97,99"	30/09/2025	"321,55"	"100,00"
001271	BATIDO DE TURRON	"62,00"	"320,91"	"353,00"	"0,03"	"98,03"	30/09/2025	"320,91"	"100,00"
000264	MARTINI ROJO	"64,00"	"320,45"	"352,50"	"0,03"	"98,06"	28/09/2025	"273,45"	"85,33"
001667	LEFFE BLONDE	"92,00"	"319,09"	"351,00"	"0,03"	"98,09"	22/09/2025	"319,09"	"100,00"
001743	GODELLA BOTELLA	"18,00"	"319,09"	"351,00"	"0,03"	"98,12"	23/05/2025	"319,09"	"100,00"
001835	LECHE Y LECHE	"132,00"	"317,27"	"349,00"	"0,03"	"98,15"	28/09/2025	"317,27"	"100,00"
000382	DAIKIRI ORIGINAL	"42,00"	"316,05"	"347,65"	"0,03"	"98,18"	13/09/2025	"316,05"	"100,00"
001882	Viernes Botella	"21,00"	"315,00"	"346,50"	"0,03"	"98,21"	30/09/2025	"315,00"	"100,00"
001642	RISTRETTO	"182,00"	"311,45"	"342,60"	"0,03"	"98,24"	29/09/2025	"311,45"	"100,00"
001868	Las Pisadas Copa	"93,00"	"308,59"	"339,45"	"0,03"	"98,27"	30/09/2025	"308,59"	"100,00"
000437	ZACAPA 23	"24,00"	"305,68"	"336,25"	"0,03"	"98,30"	27/09/2025	"305,68"	"100,00"
001745	SAN VALENTIN BOTELLA	"21,00"	"305,45"	"336,00"	"0,03"	"98,33"	19/06/2025	"305,45"	"100,00"
001759	LIMONCELLO	"61,00"	"305,00"	"335,50"	"0,03"	"98,36"	27/09/2025	"305,00"	"100,00"
001277	AFRODISIACO	"50,00"	"304,05"	"334,45"	"0,03"	"98,39"	29/09/2025	"304,05"	"100,00"
000173	TAZA DE LECHE	"194,00"	"299,82"	"329,80"	"0,03"	"98,42"	28/09/2025	"299,82"	"100,00"
000477	MATUSALEN 7	"40,00"	"299,59"	"329,55"	"0,03"	"98,45"	13/09/2025	"299,59"	"100,00"
000398	COCKTAIL DE CAVA	"40,00"	"293,64"	"323,00"	"0,03"	"98,48"	13/09/2025	"293,64"	"100,00"
000413	BARCELO IMPERIAL	"32,00"	"289,45"	"318,40"	"0,03"	"98,51"	17/09/2025	"289,45"	"100,00"
000008	COLA LIGHT	"154,00"	"287,00"	"315,70"	"0,03"	"98,54"	10/06/2025	"287,00"	"100,00"
001479	MIX DE FRUTAS	"625,00"	"279,09"	"307,00"	"0,03"	"98,56"	30/09/2025	"279,09"	"100,00"
001881	Viernes Copa	"93,00"	"279,00"	"306,90"	"0,03"	"98,59"	30/09/2025	"279,00"	"100,00"
001510	MIEL	"512,00"	"272,73"	"300,00"	"0,03"	"98,62"	30/09/2025	"272,73"	"100,00"
000225	TORRES 5	"46,00"	"271,82"	"299,00"	"0,03"	"98,64"	23/09/2025	"271,82"	"100,00"
001264	ensalada extra	"148,00"	"269,09"	"296,00"	"0,03"	"98,67"	30/09/2025	"269,09"	"100,00"
000265	MARTINI BLANCO	"52,00"	"260,00"	"286,00"	"0,03"	"98,69"	21/09/2025	"260,00"	"100,00"
000150	ESPRESSO MACCHIATO	"133,00"	"252,00"	"277,20"	"0,02"	"98,72"	30/09/2025	"252,00"	"100,00"
000531	LATTE MACCHIATO ACHOCOLATADO	"78,00"	"251,64"	"276,80"	"0,02"	"98,74"	29/09/2025	"251,64"	"100,00"
001879	Letargo Botella	"17,00"	"247,27"	"272,00"	"0,02"	"98,77"	16/09/2025	"247,27"	"100,00"
001838	TÓNICA BERRY SW	"123,00"	"246,86"	"271,55"	"0,02"	"98,79"	28/09/2025	"246,86"	"100,00"
000518	G´VINE	"25,00"	"246,73"	"271,40"	"0,02"	"98,82"	13/08/2025	"246,73"	"100,00"
000166	TÉ CON LIMÓN	"123,00"	"246,00"	"270,60"	"0,02"	"98,84"	30/09/2025	"246,00"	"100,00"
001259	arroz extra	"88,00"	"240,00"	"264,00"	"0,02"	"98,86"	27/09/2025	"240,00"	"100,00"
001891	ALTOS DE TORONA	"15,00"	"238,64"	"262,50"	"0,02"	"98,89"	21/09/2025	"238,64"	"100,00"
000606	BULL DOG	"33,00"	"237,27"	"261,00"	"0,02"	"98,91"	28/09/2025	"237,27"	"100,00"
000325	FOUR ROSES	"33,00"	"233,18"	"256,50"	"0,02"	"98,93"	17/09/2025	"233,18"	"100,00"
000168	CHOCOLATE SUIZO	"85,00"	"232,91"	"256,20"	"0,02"	"98,96"	29/09/2025	"232,91"	"100,00"
000731	BLANCO CASA BOTELLA	"16,00"	"232,73"	"256,00"	"0,02"	"98,98"	08/06/2025	"232,73"	"100,00"
001643	JARRA CLARA	"62,00"	"232,36"	"255,60"	"0,02"	"99,00"	25/09/2025	"232,36"	"100,00"
001786	Pan Rodaja	"424,00"	"226,36"	"249,00"	"0,02"	"99,02"	28/09/2025	"226,36"	"100,00"
001802	CUBIERTA DE CHEDAR	"166,00"	"226,36"	"249,00"	"0,02"	"99,05"	28/09/2025	"226,36"	"100,00"
000583	GINGER ALE	"149,00"	"223,82"	"246,20"	"0,02"	"99,07"	30/09/2025	"223,82"	"100,00"
001481	SAN MIGUEL MAGNA	"80,00"	"220,73"	"242,80"	"0,02"	"99,09"	28/08/2025	"220,73"	"100,00"
001468	FLAKES	"155,00"	"219,64"	"241,60"	"0,02"	"99,11"	28/09/2025	"219,64"	"100,00"
001467	BOWL LECHE	"147,00"	"219,45"	"241,40"	"0,02"	"99,13"	30/09/2025	"219,45"	"100,00"
000742	VIRGIN MARY	"43,00"	"215,00"	"236,50"	"0,02"	"99,15"	25/09/2025	"215,00"	"100,00"
001697	Caña Llevar	"78,00"	"214,36"	"235,80"	"0,02"	"99,17"	25/09/2025	"214,36"	"100,00"
000528	SHAKERATO	"79,00"	"210,18"	"231,20"	"0,02"	"99,19"	21/09/2025	"210,18"	"100,00"
001291	TE AMERICANO	"76,00"	"203,82"	"224,20"	"0,02"	"99,21"	27/09/2025	"203,82"	"100,00"
001274	WHITE RUSSIAN	"32,00"	"202,18"	"222,40"	"0,02"	"99,23"	22/09/2025	"202,18"	"100,00"
001880	3º millenium	"10,00"	"200,00"	"220,00"	"0,02"	"99,25"	28/08/2025	"200,00"	"100,00"
000022	BITTER ROSSO	"94,00"	"196,18"	"215,80"	"0,02"	"99,27"	30/09/2025	"196,18"	"100,00"
000277	JAGERMEISTER	"37,00"	"189,09"	"208,00"	"0,02"	"99,29"	17/09/2025	"189,09"	"100,00"
000014	SPRITE	"114,00"	"183,59"	"201,95"	"0,02"	"99,31"	21/09/2025	"183,59"	"100,00"
000217	MAGNO	"31,00"	"183,18"	"201,50"	"0,02"	"99,33"	10/09/2025	"183,18"	"100,00"
001362	CAFE DE LA CHANCLA 250gr	"25,00"	"181,82"	"200,00"	"0,02"	"99,34"	30/09/2025	"181,82"	"100,00"
001795	VIÑASOL ROSADO Bot.	"13,00"	"174,91"	"192,40"	"0,02"	"99,36"	22/06/2025	"174,91"	"100,00"
001821	HIBIKI	"12,00"	"172,64"	"189,90"	"0,02"	"99,38"	27/09/2025	"172,64"	"100,00"
000220	TORRES 10	"25,00"	"170,45"	"187,50"	"0,02"	"99,40"	14/08/2025	"170,45"	"100,00"
001631	NUECES	"319,00"	"168,00"	"184,80"	"0,02"	"99,41"	30/09/2025	"168,00"	"100,00"
000625	MONKEY 47	"11,00"	"167,68"	"184,45"	"0,02"	"99,43"	14/08/2025	"167,68"	"100,00"
000539	DELUXE	"37,00"	"166,50"	"183,15"	"0,02"	"99,44"	26/09/2025	"166,50"	"100,00"
001837	TÓNICA ZERO SW	"79,00"	"165,36"	"181,90"	"0,02"	"99,46"	30/09/2025	"165,36"	"100,00"
000262	LICOR 43	"33,00"	"165,00"	"181,50"	"0,02"	"99,48"	26/09/2025	"165,00"	"100,00"
001506	MAYONESA	"907,00"	"164,36"	"180,80"	"0,02"	"99,49"	30/09/2025	"164,36"	"100,00"
001856	Pago de Carraovejas	"3,00"	"163,64"	"180,00"	"0,02"	"99,51"	15/09/2025	"163,64"	"100,00"
000826	CLARA CASERA	"88,00"	"160,00"	"193,60"	"0,02"	"99,52"	28/09/2025	"160,00"	"100,00"
000317	CARDHU	"16,00"	"159,27"	"175,20"	"0,02"	"99,54"	31/07/2025	"159,27"	"100,00"
000010	RED BULL	"134,00"	"157,09"	"172,80"	"0,02"	"99,56"	23/09/2025	"157,09"	"100,00"
000165	TÉ CON CANELA	"56,00"	"150,18"	"165,20"	"0,01"	"99,57"	23/09/2025	"150,18"	"100,00"
000777	TRES EN UNO	"30,00"	"150,00"	"165,00"	"0,01"	"99,58"	06/05/2025	"150,00"	"100,00"
000534	LATTE MACCHIATO ALMENDRADO	"45,00"	"141,64"	"155,80"	"0,01"	"99,60"	25/09/2025	"141,64"	"100,00"
001842	3055 JEAN LEÓN BOTELLA	"9,00"	"135,00"	"148,50"	"0,01"	"99,61"	25/09/2025	"135,00"	"100,00"
000421	CAPITAN MORGAN	"20,00"	"132,27"	"145,50"	"0,01"	"99,62"	23/08/2025	"132,27"	"100,00"
001254	DIABLO VIENESSE	"45,00"	"131,73"	"144,90"	"0,01"	"99,64"	29/09/2025	"131,73"	"100,00"
001356	CAFÉ DE COLOMBIA 250gr	"18,00"	"130,91"	"144,00"	"0,01"	"99,65"	08/09/2025	"130,91"	"100,00"
001873	62 millas Botella	"8,00"	"130,91"	"144,00"	"0,01"	"99,66"	26/09/2025	"130,91"	"100,00"
001765	L. avena	"1.584,00"	"130,91"	"144,00"	"0,01"	"99,68"	30/09/2025	"130,91"	"100,00"
001843	3055 JEAN LEÓN COPA	"41,00"	"130,45"	"143,50"	"0,01"	"99,69"	29/09/2025	"130,45"	"100,00"
001616	HAMBURGUESA VEGANA	"16,00"	"130,18"	"143,20"	"0,01"	"99,70"	26/01/2025	"130,18"	"100,00"
000466	AREHUCAS	"22,00"	"130,00"	"143,00"	"0,01"	"99,71"	04/09/2025	"130,00"	"100,00"
000414	PAMPERO ESPECIAL	"20,00"	"127,27"	"140,00"	"0,01"	"99,73"	28/09/2025	"127,27"	"100,00"
001861	Encaste Crianza	"6,00"	"125,45"	"138,00"	"0,01"	"99,74"	28/09/2025	"125,45"	"100,00"
001869	Las Pisadas Botella	"8,00"	"123,64"	"136,00"	"0,01"	"99,75"	26/09/2025	"123,64"	"100,00"
000418	BRUGAL EXTRAVIEJO	"17,00"	"123,64"	"136,00"	"0,01"	"99,76"	20/04/2025	"123,64"	"100,00"
000328	SOUTHERN COMFORT	"19,00"	"121,36"	"133,50"	"0,01"	"99,78"	24/09/2025	"121,36"	"100,00"
001462	CHOCAPIC	"84,00"	"119,27"	"131,20"	"0,01"	"99,79"	30/09/2025	"119,27"	"100,00"
000391	AVIATION	"16,00"	"115,64"	"127,20"	"0,01"	"99,80"	06/05/2025	"115,64"	"100,00"
000258	ANIS DULCE	"25,00"	"113,64"	"125,00"	"0,01"	"99,81"	01/09/2025	"113,64"	"100,00"
001355	CAFE DE BRASIL 250gr	"15,00"	"109,09"	"120,00"	"0,01"	"99,82"	30/08/2025	"109,09"	"100,00"
000409	CACIQUE 500	"13,00"	"108,27"	"119,10"	"0,01"	"99,83"	18/08/2025	"108,27"	"100,00"
001556	hielo	"585,00"	"106,36"	"117,00"	"0,01"	"99,84"	30/09/2025	"106,36"	"100,00"
000272	MALIBU	"21,00"	"105,00"	"115,50"	"0,01"	"99,85"	20/09/2025	"105,00"	"100,00"
001884	Principe Viana Botella	"8,00"	"94,55"	"104,00"	"0,01"	"99,86"	22/08/2025	"94,55"	"100,00"
001634	fresa	"173,00"	"94,36"	"103,80"	"0,01"	"99,87"	29/09/2025	"94,36"	"100,00"
001501	LECHUGA	"1.033,00"	"92,91"	"102,20"	"0,01"	"99,88"	30/09/2025	"92,91"	"100,00"
001280	GREY GOOSE	"10,00"	"91,95"	"101,15"	"0,01"	"99,89"	18/05/2025	"91,95"	"100,00"
001249	VIENES	"42,00"	"90,45"	"99,50"	"0,01"	"99,90"	30/09/2025	"90,45"	"100,00"
000537	ROYAL	"20,00"	"90,00"	"99,00"	"0,01"	"99,91"	20/09/2025	"90,00"	"100,00"
001878	Letargo Copa	"30,00"	"90,00"	"99,00"	"0,01"	"99,91"	27/09/2025	"90,00"	"100,00"
001255	CAPPUCCINO INFANTIL	"28,00"	"89,09"	"98,00"	"0,01"	"99,92"	27/09/2025	"89,09"	"100,00"
